Period,Geography,Product,Campaign,Outlet,Creative,VariableName,VariableValue
2025-02-24,Atlanta,,,,,TV,166.85537193723266
2025-02-24,Phoenix,,,,,TV,5.053052904372224
2025-02-24,Seattle,,,,,TV,277.97315623123785
2025-02-24,NYC,,,,,Search,3.2663324138379126
2025-02-24,LA,,,,,Search,0.23502114665685656
2025-02-24,Chicago,,,,,Search,4.528760102030093
2025-02-24,Dallas,,,,,Search,0.233179610575305
2025-02-24,Houston,,,,,Search,8.902384310038679
2025-02-24,Atlanta,,,,,Search,3.5862455093168983
2025-02-24,Phoenix,,,,,Search,0.342075965440584
2025-02-24,Seattle,,,,,Search,6.013980081686324
2025-02-24,NYC,,,,,Social,8.65495122001475
2025-02-24,LA,,,,,Social,0.3148906627868884
2025-02-24,Chicago,,,,,Social,2.809071417610434
2025-02-24,Dallas,,,,,Social,0.5123096650776956
2025-02-24,Houston,,,,,Social,0.38213652840480744
2025-02-24,Atlanta,,,,,Social,15.216582533447296
2025-02-24,Phoenix,,,,,Social,8.060760872195756
2025-02-24,Seattle,,,,,Social,10.97483728798717
2025-02-24,NYC,,,,,Display,103.34002129662012
2025-02-24,LA,,,,,Display,1.9323352130334495
2025-02-24,Chicago,,,,,Display,167.5939030584581
2025-02-24,Dallas,,,,,Display,25.69129136299719
2025-02-24,Houston,,,,,Display,2.673786606377768
2025-02-24,Atlanta,,,,,Display,4.222675440153144
2025-02-24,Phoenix,,,,,Display,38.093865546572
2025-02-24,Seattle,,,,,Display,2.5722438971845434
2025-02-24,NYC,,,,,Price,11.98781986357625
2025-02-24,LA,,,,,Price,11.546413878694896
2025-02-24,Chicago,,,,,Price,10.88434396820518
2025-02-24,Dallas,,,,,Price,11.34307199717089
2025-02-24,Houston,,,,,Price,11.258511255070731
2025-02-24,Atlanta,,,,,Price,11.804576037785699
2025-02-24,Phoenix,,,,,Price,11.451514400681079
2025-02-24,Seattle,,,,,Price,11.558724772152429
2025-03-03,NYC,,,,,Sales,174.57922423287076
2025-03-03,LA,,,,,Sales,174.0694582970524
2025-03-03,Chicago,,,,,Sales,193.58505674525352
2025-03-03,Dallas,,,,,Sales,145.72025572795846
2025-03-03,Houston,,,,,Sales,261.3478097196656
2025-03-03,Atlanta,,,,,Sales,228.17512657618323
2025-03-03,Phoenix,,,,,Sales,201.57076069402257
2025-03-03,Seattle,,,,,Sales,187.51806476532417
2025-03-03,NYC,,,,,TV,12.296056813514776
2025-03-03,LA,,,,,TV,41.63709339979296
2025-03-03,Chicago,,,,,TV,7.677122489800829
2025-03-03,Dallas,,,,,TV,123.42059301480887
2025-03-03,Houston,,,,,TV,4.787705170468327
2025-03-03,Atlanta,,,,,TV,103.46031160046934
2025-03-03,Phoenix,,,,,TV,3.1741284043152977
2025-03-03,Seattle,,,,,TV,29.53448060558073
2025-03-03,NYC,,,,,Search,0.6055948787794683
2025-03-03,LA,,,,,Search,0.2671148938673769
2025-03-03,Chicago,,,,,Search,17.32098070863012
2025-03-03,Dallas,,,,,Search,2.3221224576055173
2025-03-03,Houston,,,,,Search,21.22555313753039
2025-03-03,Atlanta,,,,,Search,5.468101658175093
2025-03-03,Phoenix,,,,,Search,0.33049056969651985
2025-03-03,Seattle,,,,,Search,0.7603576021134345
2025-03-03,NYC,,,,,Social,1.0863049850752724
2025-03-03,LA,,,,,Social,0.23948081923147838
2025-03-03,Chicago,,,,,Social,7.44593383370565
2025-03-03,Dallas,,,,,Social,0.29304696312765044
2025-03-03,Houston,,,,,Social,0.5541992643395262
2025-03-03,Atlanta,,,,,Social,6.599651297355515
2025-03-03,Phoenix,,,,,Social,1.806747139385591
2025-03-03,Seattle,,,,,Social,3.432615954399625
2025-03-03,NYC,,,,,Display,84.95032187880962
2025-03-03,LA,,,,,Display,3.7112642401752662
2025-03-03,Chicago,,,,,Display,134.55909496826413
2025-03-03,Dallas,,,,,Display,8.98878628815678
2025-03-03,Houston,,,,,Display,2.0082383555852505
2025-03-03,Atlanta,,,,,Display,4.074408831881823
2025-03-03,Phoenix,,,,,Display,21.02651191236802
2025-03-03,Seattle,,,,,Display,2.76395692241291
2025-03-03,NYC,,,,,Price,11.528110395161596
2025-03-03,LA,,,,,Price,11.447433773923724
2025-03-03,Chicago,,,,,Price,11.594946073725499
2025-03-03,Dallas,,,,,Price,11.899640805564422
2025-03-03,Houston,,,,,Price,11.10247629341281
2025-03-03,Atlanta,,,,,Price,11.298854207522917
2025-03-03,Phoenix,,,,,Price,11.475817913790284
2025-03-03,Seattle,,,,,Price,11.822425988235564
2025-03-10,NYC,,,,,Sales,146.38601927152231
2025-03-10,LA,,,,,Sales,202.21944296095947
2025-03-10,Chicago,,,,,Sales,184.54193708609233
2025-03-10,Dallas,,,,,Sales,143.8107619660771
2025-03-10,Houston,,,,,Sales,260.93124376259334
2025-03-10,Atlanta,,,,,Sales,191.94704914577346
2025-03-10,Phoenix,,,,,Sales,191.9304649173529
2025-03-10,Seattle,,,,,Sales,153.84975692883972
2025-03-10,NYC,,,,,TV,10.109462595937606
2025-03-10,LA,,,,,TV,135.12577027737328
2025-03-10,Chicago,,,,,TV,8.964358291547962
2025-03-10,Dallas,,,,,TV,143.0460613652957
2025-03-10,Houston,,,,,TV,6.609864276606332
2025-03-10,Atlanta,,,,,TV,21.400559337932645
2025-03-10,Phoenix,,,,,TV,4.247901699911844
2025-03-10,Seattle,,,,,TV,14.601071922402737
2025-03-10,NYC,,,,,Search,0.5562675305359485
2025-03-10,LA,,,,,Search,0.18639912116657212
2025-03-10,Chicago,,,,,Search,16.4767416393311
2025-03-10,Dallas,,,,,Search,4.419805481116963
2025-03-10,Houston,,,,,Search,8.744449554451332
2025-03-10,Atlanta,,,,,Search,7.280758996641758
2025-03-10,Phoenix,,,,,Search,0.40083326278977405
2025-03-10,Seattle,,,,,Search,0.756846232387916
2025-03-10,NYC,,,,,Social,0.8005773864051517
2025-03-10,LA,,,,,Social,0.4955610829086157
2025-03-10,Chicago,,,,,Social,7.931944452747071
2025-03-10,Dallas,,,,,Social,0.5108453968725538
2025-03-10,Houston,,,,,Social,0.49206446187798647
2025-03-10,Atlanta,,,,,Social,0.6669758694283933
2025-03-10,Phoenix,,,,,Social,0.4104609578920733
2025-03-10,Seattle,,,,,Social,0.5937964800737171
2025-03-10,NYC,,,,,Display,48.631167377137345
2025-03-10,LA,,,,,Display,1.9412709936651693
2025-03-10,Chicago,,,,,Display,89.17189525558435
2025-03-10,Dallas,,,,,Display,1.7947502521307417
2025-03-10,Houston,,,,,Display,4.831443979723798
2025-03-10,Atlanta,,,,,Display,2.2365841276383636
2025-03-10,Phoenix,,,,,Display,2.696427504795759
2025-03-10,Seattle,,,,,Display,3.134483753331275
2025-03-10,NYC,,,,,Price,11.318814061131576
2025-03-10,LA,,,,,Price,11.934636438555842
2025-03-10,Chicago,,,,,Price,11.369491890770156
2025-03-10,Dallas,,,,,Price,11.529870145864228
2025-03-10,Houston,,,,,Price,11.689839977705017
2025-03-10,Atlanta,,,,,Price,11.449977049819795
2025-03-10,Phoenix,,,,,Price,11.70908828359117
2025-03-10,Seattle,,,,,Price,11.952270867623131
2025-03-17,NYC,,,,,Sales,130.03062219151724
2025-03-17,LA,,,,,Sales,218.36677632405008
2025-03-17,Chicago,,,,,Sales,150.21389521616408
2025-03-17,Dallas,,,,,Sales,167.5296609291732
2025-03-17,Houston,,,,,Sales,242.87508072150132
2025-03-17,Atlanta,,,,,Sales,159.10568144664973
2025-03-17,Phoenix,,,,,Sales,200.47373857361575
2025-03-17,Seattle,,,,,Sales,155.92072339160754
2025-03-17,NYC,,,,,TV,12.378578289679908
2025-03-17,LA,,,,,TV,213.31945621468847
2025-03-17,Chicago,,,,,TV,9.795115241242542
2025-03-17,Dallas,,,,,TV,282.03046672324024
2025-03-17,Houston,,,,,TV,5.569018495490431
2025-03-17,Atlanta,,,,,TV,16.350727752664795
2025-03-17,Phoenix,,,,,TV,6.136559089177624
2025-03-17,Seattle,,,,,TV,19.612999741004554
2025-03-17,NYC,,,,,Search,0.5523975577640708
2025-03-17,LA,,,,,Search,0.18842635951568104
2025-03-17,Chicago,,,,,Search,9.668706569689252
2025-03-17,Dallas,,,,,Search,2.3498094285071174
2025-03-17,Houston,,,,,Search,0.7020311504655741
2025-03-17,Atlanta,,,,,Search,1.6202251860789172
2025-03-17,Phoenix,,,,,Search,1.3123548768968372
2025-03-17,Seattle,,,,,Search,1.0271278670931525
2025-03-17,NYC,,,,,Social,0.560844337229818
2025-03-17,LA,,,,,Social,0.2555502340337976
2025-03-17,Chicago,,,,,Social,8.302495417765906
2025-03-17,Dallas,,,,,Social,0.3461577980073684
2025-03-17,Houston,,,,,Social,0.40918849800845375
2025-03-17,Atlanta,,,,,Social,0.4801676451411909
2025-03-17,Phoenix,,,,,Social,0.26972311813495115
2025-03-17,Seattle,,,,,Social,0.6190048246453911
2025-03-17,NYC,,,,,Display,23.384829622050365
2025-03-17,LA,,,,,Display,3.2353542221435867
2025-03-17,Chicago,,,,,Display,48.39259626165971
2025-03-17,Dallas,,,,,Display,3.288228830634996
2025-03-17,Houston,,,,,Display,2.901030819806246
2025-03-17,Atlanta,,,,,Display,2.024634217532309
2025-03-17,Phoenix,,,,,Display,2.810617543661228
2025-03-17,Seattle,,,,,Display,2.9782870446538294
2025-03-17,NYC,,,,,Price,11.527804812990407
2025-03-17,LA,,,,,Price,10.867402232576017
2025-03-17,Chicago,,,,,Price,11.222219718421448
2025-03-17,Dallas,,,,,Price,11.900939903020506
2025-03-17,Houston,,,,,Price,11.600421992521749
2025-03-17,Atlanta,,,,,Price,11.588951688050974
2025-03-17,Phoenix,,,,,Price,11.631768233665086
2025-03-17,Seattle,,,,,Price,11.517443910131302
2025-03-24,NYC,,,,,Sales,118.98022338295398
2025-03-24,LA,,,,,Sales,201.4847476516406
2025-03-24,Chicago,,,,,Sales,124.34014905363094
2025-03-24,Dallas,,,,,Sales,148.27424406386191
2025-03-24,Houston,,,,,Sales,244.6818961973435
2025-03-24,Atlanta,,,,,Sales,139.48735087566484
2025-03-24,Phoenix,,,,,Sales,198.5339644327756
2025-03-24,Seattle,,,,,Sales,123.64927334612663
2025-03-24,NYC,,,,,TV,14.482150953606968
2025-03-24,LA,,,,,TV,74.91499949404958
2025-03-24,Chicago,,,,,TV,12.341811596114793
2025-03-24,Dallas,,,,,TV,122.11502438183726
2025-03-24,Houston,,,,,TV,51.5013869137718
2025-03-24,Atlanta,,,,,TV,13.943447544625949
2025-03-24,Phoenix,,,,,TV,9.372563023865746
2025-03-24,Seattle,,,,,TV,13.284387471679432
2025-03-24,NYC,,,,,Search,2.0091730750059043
2025-03-24,LA,,,,,Search,2.0784667202258493
2025-03-24,Chicago,,,,,Search,0.7819033489090098
2025-03-24,Dallas,,,,,Search,0.19664637443652846
2025-03-24,Houston,,,,,Search,0.9082058003190551
2025-03-24,Atlanta,,,,,Search,0.45696494895023
2025-03-24,Phoenix,,,,,Search,6.311946049882078
2025-03-24,Seattle,,,,,Search,3.0273566209005645
2025-03-24,NYC,,,,,Social,0.7623036247411101
2025-03-24,LA,,,,,Social,0.3197848869866489
2025-03-24,Chicago,,,,,Social,7.153794367359492
2025-03-24,Dallas,,,,,Social,0.49179363063374765
2025-03-24,Houston,,,,,Social,6.375629750875
2025-03-24,Atlanta,,,,,Social,0.8992991404592089
2025-03-24,Phoenix,,,,,Social,0.2928539836568598
2025-03-24,Seattle,,,,,Social,0.6751547794610139
2025-03-24,NYC,,,,,Display,4.266701581249203
2025-03-24,LA,,,,,Display,3.097877012682059
2025-03-24,Chicago,,,,,Display,6.02091576226096
2025-03-24,Dallas,,,,,Display,2.171036179461431
2025-03-24,Houston,,,,,Display,6.233401010717095
2025-03-24,Atlanta,,,,,Display,1.953955223029032
2025-03-24,Phoenix,,,,,Display,2.3262029002302613
2025-03-24,Seattle,,,,,Display,2.5223535431536632
2025-03-24,NYC,,,,,Price,11.406913058850161
2025-03-24,LA,,,,,Price,11.66159114698378
2025-03-24,Chicago,,,,,Price,11.284223891688853
2025-03-24,Dallas,,,,,Price,11.544697587515332
2025-03-24,Houston,,,,,Price,11.522857819158993
2025-03-24,Atlanta,,,,,Price,11.999972946659442
2025-03-24,Phoenix,,,,,Price,12.201785882803653
2025-03-24,Seattle,,,,,Price,11.805959064964018
2025-03-31,NYC,,,,,Sales,149.1176920866817
2025-03-31,LA,,,,,Sales,206.79797831519784
2025-03-31,Chicago,,,,,Sales,148.69664100637627
2025-03-31,Dallas,,,,,Sales,135.3127741905202
2025-03-31,Houston,,,,,Sales,203.3597559095874
2025-03-31,Atlanta,,,,,Sales,142.7552998727002
2025-03-31,Phoenix,,,,,Sales,195.56073473228986
2025-03-31,Seattle,,,,,Sales,162.7539730240668
2025-03-31,NYC,,,,,TV,116.21347902001658
2025-03-31,LA,,,,,TV,10.07354848933626
2025-03-31,Chicago,,,,,TV,176.47878866456065
2025-03-31,Dallas,,,,,TV,9.57575828305549
2025-03-31,Houston,,,,,TV,90.0697315441353
2025-03-31,Atlanta,,,,,TV,14.942558099559497
2025-03-31,Phoenix,,,,,TV,55.9398035500744
2025-03-31,Seattle,,,,,TV,8.098906473841927
2025-03-31,NYC,,,,,Search,9.669386978161123
2025-03-31,LA,,,,,Search,5.561745983654341
2025-03-31,Chicago,,,,,Search,0.6807357290645235
2025-03-31,Dallas,,,,,Search,0.26276890911931516
2025-03-31,Houston,,,,,Search,0.5674500896894684
2025-03-31,Atlanta,,,,,Search,0.29745035396481656
2025-03-31,Phoenix,,,,,Search,6.216321333207162
2025-03-31,Seattle,,,,,Search,13.77048321328303
2025-03-31,NYC,,,,,Social,0.897857961220788
2025-03-31,LA,,,,,Social,3.3481237559680097
2025-03-31,Chicago,,,,,Social,1.460535070537106
2025-03-31,Dallas,,,,,Social,7.676015732231353
2025-03-31,Houston,,,,,Social,7.866169585588576
2025-03-31,Atlanta,,,,,Social,0.8482338236235123
2025-03-31,Phoenix,,,,,Social,0.30064950722748246
2025-03-31,Seattle,,,,,Social,0.7792660014785889
2025-03-31,NYC,,,,,Display,4.196437664173006
2025-03-31,LA,,,,,Display,2.145979489029
2025-03-31,Chicago,,,,,Display,4.4717099628541925
2025-03-31,Dallas,,,,,Display,2.249013620807944
2025-03-31,Houston,,,,,Display,29.113395003213423
2025-03-31,Atlanta,,,,,Display,33.7536136778406
2025-03-31,Phoenix,,,,,Display,2.377802723934386
2025-03-31,Seattle,,,,,Display,1.7748431583953694
2025-03-31,NYC,,,,,Price,11.559184549974665
2025-03-31,LA,,,,,Price,11.906565920389864
2025-03-31,Chicago,,,,,Price,11.321104270242559
2025-03-31,Dallas,,,,,Price,11.10231241212539
2025-03-31,Houston,,,,,Price,11.837326864500326
2025-03-31,Atlanta,,,,,Price,11.829832209892773
2025-03-31,Phoenix,,,,,Price,11.34484137392864
2025-03-31,Seattle,,,,,Price,10.917696165115828
2025-04-07,NYC,,,,,Sales,155.97933155814692
2025-04-07,LA,,,,,Sales,215.44950396708123
2025-04-07,Chicago,,,,,Sales,136.8461731303286
2025-04-07,Dallas,,,,,Sales,130.60749310392407
2025-04-07,Houston,,,,,Sales,231.6585989287697
2025-04-07,Atlanta,,,,,Sales,152.7150646889812
2025-04-07,Phoenix,,,,,Sales,180.03475514246776
2025-04-07,Seattle,,,,,Sales,175.74370675818864
2025-04-07,NYC,,,,,TV,127.48121817526855
2025-04-07,LA,,,,,TV,8.435626334919892
2025-04-07,Chicago,,,,,TV,236.28478001762713
2025-04-07,Dallas,,,,,TV,10.456267669825383
2025-04-07,Houston,,,,,TV,106.30827068128512
2025-04-07,Atlanta,,,,,TV,14.678532502746982
2025-04-07,Phoenix,,,,,TV,128.4286821299534
2025-04-07,Seattle,,,,,TV,83.64849163904728
2025-04-07,NYC,,,,,Search,8.328118615709007
2025-04-07,LA,,,,,Search,4.0421492102633705
2025-04-07,Chicago,,,,,Search,0.7934432648208388
2025-04-07,Dallas,,,,,Search,0.23811038995578698
2025-04-07,Houston,,,,,Search,0.5183817499050916
2025-04-07,Atlanta,,,,,Search,0.2726961917054713
2025-04-07,Phoenix,,,,,Search,2.3080445312554296
2025-04-07,Seattle,,,,,Search,17.2132099393322
2025-04-07,NYC,,,,,Social,0.7181391712593111
2025-04-07,LA,,,,,Social,8.284033671204776
2025-04-07,Chicago,,,,,Social,0.511453533383661
2025-04-07,Dallas,,,,,Social,5.318423418048156
2025-04-07,Houston,,,,,Social,10.50699055664293
2025-04-07,Atlanta,,,,,Social,0.7738958373698497
2025-04-07,Phoenix,,,,,Social,0.3690269230784946
2025-04-07,Seattle,,,,,Social,0.437547740015073
2025-04-07,NYC,,,,,Display,2.059891338380465
2025-04-07,LA,,,,,Display,1.5635144783466703
2025-04-07,Chicago,,,,,Display,6.3034828577065385
2025-04-07,Dallas,,,,,Display,2.2388870565955092
2025-04-07,Houston,,,,,Display,34.9575351811929
2025-04-07,Atlanta,,,,,Display,43.89747636799528
2025-04-07,Phoenix,,,,,Display,3.2725468315722304
2025-04-07,Seattle,,,,,Display,19.553944441743894
2025-04-07,NYC,,,,,Price,11.428766755950075
2025-04-07,LA,,,,,Price,11.528271209418385
2025-04-07,Chicago,,,,,Price,11.212454993239689
2025-04-07,Dallas,,,,,Price,11.208287864533872
2025-04-07,Houston,,,,,Price,11.596457125186598
2025-04-07,Atlanta,,,,,Price,11.869153290506263
2025-04-07,Phoenix,,,,,Price,11.425113404987787
2025-04-07,Seattle,,,,,Price,10.941778916758043
2025-04-14,NYC,,,,,Sales,179.47464817428028
2025-04-14,LA,,,,,Sales,202.33318388101932
2025-04-14,Chicago,,,,,Sales,151.62349569040867
2025-04-14,Dallas,,,,,Sales,104.85071711547694
2025-04-14,Houston,,,,,Sales,264.26326585618364
2025-04-14,Atlanta,,,,,Sales,164.41816321344402
2025-04-14,Phoenix,,,,,Sales,209.89149532245898
2025-04-14,Seattle,,,,,Sales,175.29486676488096
2025-04-14,NYC,,,,,TV,274.5194990576774
2025-04-14,LA,,,,,TV,10.567950360733592
2025-04-14,Chicago,,,,,TV,154.69075353398648
2025-04-14,Dallas,,,,,TV,10.711843352490954
2025-04-14,Houston,,,,,TV,94.39662509522651
2025-04-14,Atlanta,,,,,TV,61.65168163497072
2025-04-14,Phoenix,,,,,TV,83.66522034647647
2025-04-14,Seattle,,,,,TV,302.93597682579247
2025-04-14,NYC,,,,,Search,2.9308325805983104
2025-04-14,LA,,,,,Search,0.27323112913559044
2025-04-14,Chicago,,,,,Search,2.1751539372918804
2025-04-14,Dallas,,,,,Search,0.21909806332962378
2025-04-14,Houston,,,,,Search,10.443667618720035
2025-04-14,Atlanta,,,,,Search,4.371036905472376
2025-04-14,Phoenix,,,,,Search,0.2945551153624291
2025-04-14,Seattle,,,,,Search,6.8681542964898075
2025-04-14,NYC,,,,,Social,4.2990774313099305
2025-04-14,LA,,,,,Social,4.841734699319944
2025-04-14,Chicago,,,,,Social,0.9183726798100705
2025-04-14,Dallas,,,,,Social,8.299373426381639
2025-04-14,Houston,,,,,Social,11.440405982987796
2025-04-14,Atlanta,,,,,Social,0.5589183850718662
2025-04-14,Phoenix,,,,,Social,0.36700899559652334
2025-04-14,Seattle,,,,,Social,1.1257390979971056
2025-04-14,NYC,,,,,Display,3.6077710376063634
2025-04-14,LA,,,,,Display,22.573500423792563
2025-04-14,Chicago,,,,,Display,6.021058519253631
2025-04-14,Dallas,,,,,Display,1.6341100096951395
2025-04-14,Houston,,,,,Display,66.04306330521953
2025-04-14,Atlanta,,,,,Display,58.20307913048831
2025-04-14,Phoenix,,,,,Display,3.519794265532623
2025-04-14,Seattle,,,,,Display,29.294142006620596
2025-04-14,NYC,,,,,Price,11.346158422935785
2025-04-14,LA,,,,,Price,11.5920862183332
2025-04-14,Chicago,,,,,Price,11.415060647532266
2025-04-14,Dallas,,,,,Price,11.210250625097583
2025-04-14,Houston,,,,,Price,11.25016627525281
2025-04-14,Atlanta,,,,,Price,11.53400748398966
2025-04-14,Phoenix,,,,,Price,11.500271941896624
2025-04-14,Seattle,,,,,Price,11.301338447857928
2025-04-21,NYC,,,,,Sales,177.72170721428628
2025-04-21,LA,,,,,Sales,181.73536670417846
2025-04-21,Chicago,,,,,Sales,142.65463665093907
2025-04-21,Dallas,,,,,Sales,139.81668137143976
2025-04-21,Houston,,,,,Sales,279.7731082371451
2025-04-21,Atlanta,,,,,Sales,180.7146979167628
2025-04-21,Phoenix,,,,,Sales,169.5049316083841
2025-04-21,Seattle,,,,,Sales,193.16759179328145
2025-04-21,NYC,,,,,TV,172.18326809209958
2025-04-21,LA,,,,,TV,11.394134116649623
2025-04-21,Chicago,,,,,TV,99.28135939610065
2025-04-21,Dallas,,,,,TV,12.141094284499168
2025-04-21,Houston,,,,,TV,6.807787018900596
2025-04-21,Atlanta,,,,,TV,196.9263018484344
2025-04-21,Phoenix,,,,,TV,34.91214240893707
2025-04-21,Seattle,,,,,TV,400.42818458279004
2025-04-21,NYC,,,,,Search,0.47052501493148646
2025-04-21,LA,,,,,Search,0.30963392924891514
2025-04-21,Chicago,,,,,Search,15.805301085000876
2025-04-21,Dallas,,,,,Search,2.6652704275074677
2025-04-21,Houston,,,,,Search,16.08474211582981
2025-04-21,Atlanta,,,,,Search,6.889883046239056
2025-04-21,Phoenix,,,,,Search,0.33795878103853266
2025-04-21,Seattle,,,,,Search,0.7621939814670947
2025-04-21,NYC,,,,,Social,16.114929479617775
2025-04-21,LA,,,,,Social,5.5483479936645415
2025-04-21,Chicago,,,,,Social,0.4878537375863772
2025-04-21,Dallas,,,,,Social,8.107070511264055
2025-04-21,Houston,,,,,Social,2.152608753632591
2025-04-21,Atlanta,,,,,Social,4.444825677586234
2025-04-21,Phoenix,,,,,Social,4.138205881825204
2025-04-21,Seattle,,,,,Social,6.553445233002666
2025-04-21,NYC,,,,,Display,4.368376378143087
2025-04-21,LA,,,,,Display,43.86678262363276
2025-04-21,Chicago,,,,,Display,5.935245705443191
2025-04-21,Dallas,,,,,Display,4.819746777603055
2025-04-21,Houston,,,,,Display,56.396276225518946
2025-04-21,Atlanta,,,,,Display,58.841287019868034
2025-04-21,Phoenix,,,,,Display,3.276878850403736
2025-04-21,Seattle,,,,,Display,79.54578187698752
2025-04-21,NYC,,,,,Price,11.507829290103478
2025-04-21,LA,,,,,Price,11.431541211140978
2025-04-21,Chicago,,,,,Price,11.8620661991716
2025-04-21,Dallas,,,,,Price,11.724521771685898
2025-04-21,Houston,,,,,Price,11.369737494668517
2025-04-21,Atlanta,,,,,Price,11.786164898822717
2025-04-21,Phoenix,,,,,Price,11.75838707311509
2025-04-21,Seattle,,,,,Price,11.009655930892526
2025-04-28,NYC,,,,,Sales,177.09338853080445
2025-04-28,LA,,,,,Sales,176.53420213837276
2025-04-28,Chicago,,,,,Sales,136.9677889326934
2025-04-28,Dallas,,,,,Sales,116.49864360366293
2025-04-28,Houston,,,,,Sales,245.1880996614136
2025-04-28,Atlanta,,,,,Sales,182.5720109062799
2025-04-28,Phoenix,,,,,Sales,193.3297995197649
2025-04-28,Seattle,,,,,Sales,181.20100251601878
2025-04-28,NYC,,,,,TV,19.199809573100914
2025-04-28,LA,,,,,TV,7.253272850494356
2025-04-28,Chicago,,,,,TV,10.372947941227077
2025-04-28,Dallas,,,,,TV,13.18329021417314
2025-04-28,Houston,,,,,TV,5.533072508703661
2025-04-28,Atlanta,,,,,TV,115.16164960732068
2025-04-28,Phoenix,,,,,TV,2.489713164658742
2025-04-28,Seattle,,,,,TV,127.47479712790117
2025-04-28,NYC,,,,,Search,0.6173066346014066
2025-04-28,LA,,,,,Search,0.16842149432390233
2025-04-28,Chicago,,,,,Search,14.62225042816439
2025-04-28,Dallas,,,,,Search,5.902478439229998
2025-04-28,Houston,,,,,Search,11.152200741915655
2025-04-28,Atlanta,,,,,Search,4.753072234689111
2025-04-28,Phoenix,,,,,Search,0.25327144621877623
2025-04-28,Seattle,,,,,Search,0.8241919250442099
2025-04-28,NYC,,,,,Social,10.019162298801529
2025-04-28,LA,,,,,Social,2.479769457682466
2025-04-28,Chicago,,,,,Social,0.5368167272775869
2025-04-28,Dallas,,,,,Social,1.663164492945205
2025-04-28,Houston,,,,,Social,0.5469811643100574
2025-04-28,Atlanta,,,,,Social,15.738621930067987
2025-04-28,Phoenix,,,,,Social,7.015279754397287
2025-04-28,Seattle,,,,,Social,8.263141428778432
2025-04-28,NYC,,,,,Display,5.718839089390309
2025-04-28,LA,,,,,Display,58.60936600964329
2025-04-28,Chicago,,,,,Display,5.650344018301742
2025-04-28,Dallas,,,,,Display,26.32457127921606
2025-04-28,Houston,,,,,Display,52.42473117384585
2025-04-28,Atlanta,,,,,Display,44.56337390936123
2025-04-28,Phoenix,,,,,Display,23.542091880242936
2025-04-28,Seattle,,,,,Display,46.757798940853725
2025-04-28,NYC,,,,,Price,11.985380442485663
2025-04-28,LA,,,,,Price,11.024690385057177
2025-04-28,Chicago,,,,,Price,11.558483154723724
2025-04-28,Dallas,,,,,Price,11.279039711404373
2025-04-28,Houston,,,,,Price,11.739428609341482
2025-04-28,Atlanta,,,,,Price,11.646237917211476
2025-04-28,Phoenix,,,,,Price,11.172081644588296
2025-04-28,Seattle,,,,,Price,11.717308451583543
2025-05-05,NYC,,,,,Sales,159.66354587763507
2025-05-05,LA,,,,,Sales,152.62398779984022
2025-05-05,Chicago,,,,,Sales,141.73586287997986
2025-05-05,Dallas,,,,,Sales,128.98828631115995
2025-05-05,Houston,,,,,Sales,218.76893243499597
2025-05-05,Atlanta,,,,,Sales,232.05403545481533
2025-05-05,Phoenix,,,,,Sales,179.2238357735057
2025-05-05,Seattle,,,,,Sales,158.91370929816804
2025-05-05,NYC,,,,,TV,8.217876960205787
2025-05-05,LA,,,,,TV,50.552104597650406
2025-05-05,Chicago,,,,,TV,14.360698673823427
2025-05-05,Dallas,,,,,TV,73.99899404655578
2025-05-05,Houston,,,,,TV,6.805491711700179
2025-05-05,Atlanta,,,,,TV,134.8061352602039
2025-05-05,Phoenix,,,,,TV,4.517111806249516
2025-05-05,Seattle,,,,,TV,14.12396714608672
2025-05-05,NYC,,,,,Search,0.6490466648048969
2025-05-05,LA,,,,,Search,0.20554630774299312
2025-05-05,Chicago,,,,,Search,5.726318580268813
2025-05-05,Dallas,,,,,Search,4.923892135153344
2025-05-05,Houston,,,,,Search,0.7975408557490118
2025-05-05,Atlanta,,,,,Search,1.0402624899559934
2025-05-05,Phoenix,,,,,Search,2.054645162139755
2025-05-05,Seattle,,,,,Search,0.8009139721152183
2025-05-05,NYC,,,,,Social,13.939244073873176
2025-05-05,LA,,,,,Social,0.37639099890909117
2025-05-05,Chicago,,,,,Social,0.4060772122474916
2025-05-05,Dallas,,,,,Social,0.2539114180409757
2025-05-05,Houston,,,,,Social,0.5748943186203689
2025-05-05,Atlanta,,,,,Social,13.667825100350884
2025-05-05,Phoenix,,,,,Social,10.64778147631434
2025-05-05,Seattle,,,,,Social,8.042421554173306
2025-05-05,NYC,,,,,Display,12.74140883552004
2025-05-05,LA,,,,,Display,45.73530282206135
2025-05-05,Chicago,,,,,Display,9.59805984790455
2025-05-05,Dallas,,,,,Display,41.67800082887997
2025-05-05,Houston,,,,,Display,15.345868681223651
2025-05-05,Atlanta,,,,,Display,19.12728540189035
2025-05-05,Phoenix,,,,,Display,53.637020642076365
2025-05-05,Seattle,,,,,Display,37.334803377341366
2025-05-05,NYC,,,,,Price,11.881763908302831
2025-05-05,LA,,,,,Price,11.219178472188586
2025-05-05,Chicago,,,,,Price,11.936587441602294
2025-05-05,Dallas,,,,,Price,11.976107621653034
2025-05-05,Houston,,,,,Price,12.16203876842184
2025-05-05,Atlanta,,,,,Price,11.330672428794694
2025-05-05,Phoenix,,,,,Price,11.539231636494502
