Geography,Period,VariableName,VariableValue,Product,Campaign,Outlet,Creative
geo_3,2022-07-25,Sales,10551.903050268604,,,,
geo_3,2022-08-01,Sales,10612.410742006303,,,,
geo_3,2022-08-08,Sales,10382.801864718762,,,,
geo_3,2022-08-15,Sales,10554.993668147961,,,,
geo_3,2022-08-22,Sales,10520.428205351722,,,,
geo_3,2022-08-29,Sales,10853.334320994583,,,,
geo_3,2022-09-05,Sales,10702.727390072867,,,,
geo_3,2022-09-12,Sales,10493.529780081084,,,,
geo_3,2022-09-19,Sales,10274.936489975245,,,,
geo_3,2022-09-26,Sales,10430.596566881983,,,,
geo_3,2022-10-03,Sales,10398.898063378152,,,,
geo_3,2022-10-10,Sales,10565.567338214581,,,,
geo_3,2022-10-17,Sales,10585.867000836852,,,,
geo_3,2022-10-24,Sales,10563.276367547849,,,,
geo_3,2022-10-31,Sales,10530.13730707198,,,,
geo_3,2022-11-07,Sales,10551.54203524069,,,,
geo_3,2022-11-14,Sales,10492.595129692336,,,,
geo_3,2022-11-21,Sales,10500.841021520537,,,,
geo_3,2022-11-28,Sales,10548.023780870022,,,,
geo_3,2022-12-05,Sales,10701.455478279286,,,,
geo_3,2022-12-12,Sales,10576.254472943974,,,,
geo_3,2022-12-19,Sales,10967.710840769376,,,,
geo_3,2022-12-26,Sales,10597.888948950604,,,,
geo_3,2023-01-02,Sales,10774.212533245389,,,,
geo_3,2023-01-09,Sales,10827.52671225119,,,,
geo_3,2023-01-16,Sales,10931.225434859627,,,,
geo_3,2023-01-23,Sales,10890.038192564394,,,,
geo_3,2023-01-30,Sales,10800.767067529623,,,,
geo_3,2023-02-06,Sales,10947.578758343308,,,,
geo_3,2023-02-13,Sales,11123.13173592788,,,,
geo_3,2023-02-20,Sales,10766.190433282298,,,,
geo_3,2023-02-27,Sales,10684.874939826273,,,,
geo_3,2023-03-06,Sales,10740.75252429717,,,,
geo_3,2023-03-13,Sales,10962.625698834041,,,,
geo_3,2023-03-20,Sales,10815.667785553398,,,,
geo_3,2023-03-27,Sales,11160.352324022804,,,,
geo_3,2023-04-03,Sales,10700.173689305731,,,,
geo_3,2023-04-10,Sales,10934.624122557605,,,,
geo_3,2023-04-17,Sales,11159.681645991586,,,,
geo_3,2023-04-24,Sales,11002.146646714778,,,,
geo_3,2023-05-01,Sales,10993.082811346796,,,,
geo_3,2023-05-08,Sales,10904.602044934762,,,,
geo_3,2023-05-15,Sales,10908.42989567507,,,,
geo_3,2023-05-22,Sales,11010.632929038255,,,,
geo_3,2023-05-29,Sales,10739.486748639074,,,,
geo_3,2023-06-05,Sales,10774.337615655666,,,,
geo_3,2023-06-12,Sales,10811.113471833281,,,,
geo_3,2023-06-19,Sales,10966.234767722939,,,,
geo_3,2023-06-26,Sales,10647.283637747249,,,,
geo_3,2023-07-03,Sales,10998.091866442499,,,,
geo_3,2023-07-10,Sales,10895.194739639386,,,,
geo_3,2023-07-17,Sales,10704.051556986926,,,,
geo_3,2023-07-24,Sales,10632.798113495646,,,,
geo_3,2023-07-31,Sales,10657.4067810533,,,,
geo_3,2023-08-07,Sales,10526.277205548968,,,,
geo_3,2023-08-14,Sales,10674.599423391275,,,,
geo_3,2023-08-21,Sales,10958.335355546295,,,,
geo_3,2023-08-28,Sales,10791.516189601301,,,,
geo_3,2023-09-04,Sales,10592.139158305323,,,,
geo_3,2023-09-11,Sales,10694.977212784219,,,,
geo_3,2023-09-18,Sales,10564.989655350651,,,,
geo_3,2023-09-25,Sales,10608.077213921611,,,,
geo_3,2023-10-02,Sales,10483.657747505576,,,,
geo_3,2023-10-09,Sales,10478.309062953604,,,,
geo_3,2023-10-16,Sales,10613.04356980171,,,,
geo_3,2023-10-23,Sales,10576.758256480965,,,,
geo_3,2023-10-30,Sales,10745.032210993872,,,,
geo_3,2023-11-06,Sales,10518.179012915438,,,,
geo_3,2023-11-13,Sales,10796.982495239161,,,,
geo_3,2023-11-20,Sales,10475.889266429018,,,,
geo_3,2023-11-27,Sales,10643.11016671871,,,,
geo_3,2023-12-04,Sales,10718.694572381015,,,,
geo_3,2023-12-11,Sales,10400.784372129807,,,,
geo_3,2023-12-18,Sales,10837.615251341826,,,,
geo_3,2023-12-25,Sales,10665.77590282095,,,,
geo_3,2024-01-01,Sales,11003.328381028543,,,,
geo_3,2024-01-08,Sales,10833.512442260613,,,,
geo_3,2024-01-15,Sales,11114.483802353674,,,,
geo_3,2024-01-22,Sales,10886.789229766144,,,,
geo_3,2024-01-29,Sales,11007.24463886174,,,,
geo_3,2024-02-05,Sales,10911.046155354454,,,,
geo_3,2024-02-12,Sales,11037.883582581595,,,,
geo_3,2024-02-19,Sales,11190.700658685904,,,,
geo_3,2024-02-26,Sales,11035.753378321042,,,,
geo_3,2024-03-04,Sales,11220.485920880059,,,,
geo_3,2024-03-11,Sales,11220.293233187605,,,,
geo_3,2024-03-18,Sales,11114.358989556584,,,,
geo_3,2024-03-25,Sales,11193.547046355472,,,,
geo_3,2024-04-01,Sales,11005.306061489231,,,,
geo_3,2024-04-08,Sales,10687.218746970788,,,,
geo_3,2024-04-15,Sales,10996.415849850178,,,,
geo_3,2024-04-22,Sales,10969.754363760858,,,,
geo_3,2024-04-29,Sales,10887.892743343687,,,,
geo_3,2024-05-06,Sales,10892.870516209194,,,,
geo_3,2024-05-13,Sales,11174.877340914505,,,,
geo_3,2024-05-20,Sales,10969.206938635713,,,,
geo_3,2024-05-27,Sales,11142.187224120122,,,,
geo_3,2024-06-03,Sales,11297.913178687813,,,,
geo_3,2024-06-10,Sales,11012.930399746378,,,,
geo_3,2024-06-17,Sales,11081.42403686808,,,,
geo_3,2024-06-24,Sales,10832.205263927863,,,,
geo_3,2024-07-01,Sales,10927.404190078001,,,,
geo_3,2024-07-08,Sales,10932.975424123879,,,,
geo_3,2024-07-15,Sales,11163.244935923136,,,,
geo_3,2024-07-22,Sales,11013.957504720323,,,,
geo_3,2024-07-29,Sales,10977.341983073695,,,,
geo_3,2024-08-05,Sales,10963.672471416636,,,,
geo_3,2024-08-12,Sales,10760.059581777366,,,,
geo_3,2024-08-19,Sales,10889.807759113532,,,,
geo_3,2024-08-26,Sales,10643.763852896041,,,,
geo_3,2024-09-02,Sales,10595.787415989937,,,,
geo_3,2024-09-09,Sales,10630.863566393322,,,,
geo_3,2024-09-16,Sales,10665.634608696895,,,,
geo_3,2024-09-23,Sales,10531.749638814257,,,,
geo_3,2024-09-30,Sales,10580.688356384695,,,,
geo_3,2024-10-07,Sales,10738.947164319075,,,,
geo_3,2024-10-14,Sales,10623.972390813484,,,,
geo_3,2024-10-21,Sales,10496.848218831889,,,,
geo_3,2024-10-28,Sales,10655.177125352395,,,,
geo_3,2024-11-04,Sales,10737.509316928086,,,,
geo_3,2024-11-11,Sales,10989.187078890805,,,,
geo_3,2024-11-18,Sales,11031.611567526203,,,,
geo_3,2024-11-25,Sales,10836.307134066526,,,,
geo_3,2024-12-02,Sales,10659.27662520648,,,,
geo_3,2024-12-09,Sales,10627.589821879248,,,,
geo_3,2024-12-16,Sales,11097.726828745324,,,,
geo_3,2024-12-23,Sales,11001.59029119646,,,,
geo_4,2022-01-03,Sales,10450.189717916579,,,,
geo_4,2022-01-10,Sales,10284.551076940745,,,,
geo_4,2022-01-17,Sales,10605.446728029227,,,,
geo_4,2022-01-24,Sales,10725.283883267228,,,,
geo_4,2022-01-31,Sales,10588.665556795366,,,,
geo_4,2022-02-07,Sales,10609.799243986896,,,,
geo_4,2022-02-14,Sales,10744.693130743864,,,,
geo_4,2022-02-21,Sales,10621.741675242649,,,,
geo_4,2022-02-28,Sales,10651.746852576478,,,,
geo_4,2022-03-07,Sales,10867.903093178982,,,,
geo_4,2022-03-14,Sales,10956.01058026929,,,,
geo_4,2022-03-21,Sales,10460.376929322516,,,,
geo_4,2022-03-28,Sales,10727.909522382974,,,,
geo_4,2022-04-04,Sales,10985.432853561282,,,,
geo_4,2022-04-11,Sales,10804.999542524714,,,,
geo_4,2022-04-18,Sales,10917.029470119334,,,,
geo_4,2022-04-25,Sales,10921.087888960174,,,,
geo_4,2022-05-02,Sales,10625.419252441798,,,,
geo_4,2022-05-09,Sales,10954.090979077215,,,,
geo_4,2022-05-16,Sales,10774.755892413325,,,,
geo_4,2022-05-23,Sales,10651.846557424891,,,,
geo_4,2022-05-30,Sales,10700.338050672603,,,,
geo_4,2022-06-06,Sales,10696.832029278603,,,,
geo_4,2022-06-13,Sales,10691.387470509944,,,,
geo_4,2022-06-20,Sales,10785.316340131107,,,,
geo_4,2022-06-27,Sales,10692.280641692942,,,,
geo_4,2022-07-04,Sales,10463.67022870884,,,,
geo_4,2022-07-11,Sales,10532.12077890483,,,,
geo_4,2022-07-18,Sales,10499.434626228713,,,,
geo_4,2022-07-25,Sales,10484.616008913508,,,,
geo_4,2022-08-01,Sales,10573.517782623794,,,,
geo_4,2022-08-08,Sales,10417.91252538127,,,,
geo_4,2022-08-15,Sales,10459.482514977135,,,,
geo_4,2022-08-22,Sales,10273.632882091379,,,,
geo_4,2022-08-29,Sales,10696.15697907086,,,,
geo_4,2022-09-05,Sales,10695.333738175757,,,,
geo_4,2022-09-12,Sales,10561.895426669289,,,,
geo_4,2022-09-19,Sales,10248.961666363663,,,,
geo_4,2022-09-26,Sales,10420.180402211026,,,,
geo_4,2022-10-03,Sales,10383.993768020811,,,,
geo_4,2022-10-10,Sales,10510.451308390839,,,,
geo_4,2022-10-17,Sales,10389.570372314522,,,,
geo_4,2022-10-24,Sales,10544.318084052758,,,,
geo_4,2022-10-31,Sales,10509.030015210967,,,,
geo_4,2022-11-07,Sales,10468.543893792274,,,,
geo_4,2022-11-14,Sales,10311.478449743116,,,,
geo_4,2022-11-21,Sales,10522.893508084533,,,,
geo_4,2022-11-28,Sales,10426.788925290062,,,,
geo_4,2022-12-05,Sales,10794.104897267369,,,,
geo_4,2022-12-12,Sales,10459.101348724558,,,,
geo_4,2022-12-19,Sales,10812.940059022181,,,,
geo_4,2022-12-26,Sales,10723.708343006047,,,,
geo_4,2023-01-02,Sales,10791.427348041361,,,,
geo_4,2023-01-09,Sales,10789.134636921935,,,,
geo_4,2023-01-16,Sales,10722.351573575137,,,,
geo_4,2023-01-23,Sales,10755.821656733106,,,,
geo_4,2023-01-30,Sales,10820.156462423865,,,,
geo_4,2023-02-06,Sales,10735.266773251073,,,,
geo_4,2023-02-13,Sales,10860.915486384712,,,,
geo_4,2023-02-20,Sales,10801.412621596917,,,,
geo_4,2023-02-27,Sales,10700.592521740899,,,,
geo_4,2023-03-06,Sales,10846.67663406662,,,,
geo_4,2023-03-13,Sales,10855.54779354269,,,,
geo_4,2023-03-20,Sales,10881.955843854712,,,,
geo_4,2023-03-27,Sales,10833.80879079328,,,,
geo_4,2023-04-03,Sales,10604.670813249732,,,,
geo_4,2023-04-10,Sales,10879.949040100428,,,,
geo_4,2023-04-17,Sales,11136.505558382845,,,,
geo_4,2023-04-24,Sales,10933.670914094288,,,,
geo_4,2023-05-01,Sales,11052.60681239887,,,,
geo_4,2023-05-08,Sales,11001.937650217176,,,,
geo_4,2023-05-15,Sales,10938.801808153234,,,,
geo_4,2023-05-22,Sales,11087.254443411897,,,,
geo_4,2023-05-29,Sales,10810.85092039089,,,,
geo_4,2023-06-05,Sales,10776.299375077,,,,
geo_4,2023-06-12,Sales,10955.144724288055,,,,
geo_4,2023-06-19,Sales,10881.803533577435,,,,
geo_4,2023-06-26,Sales,10642.158645966392,,,,
geo_4,2023-07-03,Sales,10870.86379585136,,,,
geo_4,2023-07-10,Sales,10685.037581630746,,,,
geo_4,2023-07-17,Sales,10693.917727797929,,,,
geo_4,2023-07-24,Sales,10733.21811332621,,,,
geo_4,2023-07-31,Sales,10695.86850485544,,,,
geo_4,2023-08-07,Sales,10483.694757817942,,,,
geo_4,2023-08-14,Sales,10732.63461198846,,,,
geo_4,2023-08-21,Sales,10729.355460271989,,,,
geo_4,2023-08-28,Sales,10737.623582009992,,,,
geo_4,2023-09-04,Sales,10685.849586859596,,,,
geo_4,2023-09-11,Sales,10478.83593907087,,,,
geo_4,2023-09-18,Sales,10580.751679458124,,,,
geo_4,2023-09-25,Sales,10668.798143147462,,,,
geo_4,2023-10-02,Sales,10419.82826757145,,,,
geo_4,2023-10-09,Sales,10578.212147710337,,,,
geo_4,2023-10-16,Sales,10499.086930815622,,,,
geo_4,2023-10-23,Sales,10458.064830131976,,,,
geo_4,2023-10-30,Sales,10792.185844043082,,,,
geo_4,2023-11-06,Sales,10627.50612522925,,,,
geo_4,2023-11-13,Sales,10797.387732348829,,,,
geo_4,2023-11-20,Sales,10581.986094320278,,,,
geo_4,2023-11-27,Sales,10662.010733141495,,,,
geo_4,2023-12-04,Sales,10660.239266876415,,,,
geo_4,2023-12-11,Sales,10502.926596316973,,,,
geo_4,2023-12-18,Sales,10559.567816196643,,,,
geo_4,2023-12-25,Sales,10590.701770433216,,,,
geo_4,2024-01-01,Sales,10978.24760737385,,,,
geo_4,2024-01-08,Sales,10802.222900332255,,,,
geo_4,2024-01-15,Sales,11042.243280044693,,,,
geo_4,2024-01-22,Sales,10933.0401767551,,,,
geo_4,2024-01-29,Sales,10842.108617183521,,,,
geo_4,2024-02-05,Sales,10773.795973129188,,,,
geo_4,2024-02-12,Sales,11021.933719674325,,,,
geo_4,2024-02-19,Sales,11179.698445293472,,,,
geo_4,2024-02-26,Sales,11152.6673445922,,,,
geo_4,2024-03-04,Sales,10896.058002269623,,,,
geo_4,2024-03-11,Sales,11123.238467706436,,,,
geo_4,2024-03-18,Sales,10968.493861784591,,,,
geo_4,2024-03-25,Sales,10989.671291910812,,,,
geo_4,2024-04-01,Sales,10970.27868714876,,,,
geo_4,2024-04-08,Sales,10489.398642040742,,,,
geo_4,2024-04-15,Sales,11098.759401825906,,,,
geo_4,2024-04-22,Sales,10823.9233029254,,,,
geo_4,2024-04-29,Sales,10951.774860021342,,,,
geo_4,2024-05-06,Sales,10932.77027056474,,,,
geo_4,2024-05-13,Sales,11028.046384849784,,,,
geo_4,2024-05-20,Sales,10953.17673634968,,,,
geo_4,2024-05-27,Sales,11110.216020346965,,,,
geo_4,2024-06-03,Sales,11111.943886942305,,,,
geo_4,2024-06-10,Sales,10962.055493105481,,,,
geo_4,2024-06-17,Sales,10907.293741776097,,,,
geo_4,2024-06-24,Sales,10800.562659382844,,,,
geo_4,2024-07-01,Sales,10978.403894227475,,,,
geo_4,2024-07-08,Sales,10758.481358345993,,,,
geo_4,2024-07-15,Sales,10952.447002249799,,,,
geo_4,2024-07-22,Sales,11028.737884590759,,,,
geo_4,2024-07-29,Sales,10914.37506164808,,,,
geo_4,2024-08-05,Sales,10980.999487147277,,,,
geo_4,2024-08-12,Sales,10713.53612907257,,,,
geo_4,2024-08-19,Sales,10746.06950540174,,,,
geo_4,2024-08-26,Sales,10658.557027147646,,,,
geo_4,2024-09-02,Sales,10506.444304877217,,,,
geo_4,2024-09-09,Sales,10632.211397317495,,,,
geo_4,2024-09-16,Sales,10438.45004568701,,,,
geo_4,2024-09-23,Sales,10391.990908557378,,,,
geo_4,2024-09-30,Sales,10572.032407326118,,,,
geo_4,2024-10-07,Sales,10668.338076554703,,,,
geo_4,2024-10-14,Sales,10617.457746418735,,,,
geo_4,2024-10-21,Sales,10543.9145494699,,,,
geo_4,2024-10-28,Sales,10593.823077909958,,,,
geo_4,2024-11-04,Sales,10633.141277244327,,,,
geo_4,2024-11-11,Sales,10804.600682962868,,,,
geo_4,2024-11-18,Sales,10794.63543352497,,,,
geo_4,2024-11-25,Sales,10746.202443721531,,,,
geo_4,2024-12-02,Sales,10342.5655282599,,,,
geo_4,2024-12-09,Sales,10655.94780143587,,,,
geo_4,2024-12-16,Sales,11058.529841801077,,,,
geo_4,2024-12-23,Sales,11033.581098388655,,,,
geo_5,2022-01-03,Sales,10385.160629298722,,,,
geo_5,2022-01-10,Sales,10535.618950934328,,,,
geo_5,2022-01-17,Sales,10632.36747608666,,,,
geo_5,2022-01-24,Sales,10564.663186405656,,,,
geo_5,2022-01-31,Sales,10536.405921089754,,,,
geo_5,2022-02-07,Sales,10698.456728496449,,,,
geo_5,2022-02-14,Sales,10886.132431700224,,,,
geo_5,2022-02-21,Sales,10727.347414962314,,,,
geo_5,2022-02-28,Sales,10504.836508379583,,,,
geo_5,2022-03-07,Sales,10758.255100908302,,,,
geo_5,2022-03-14,Sales,10738.086623361321,,,,
geo_5,2022-03-21,Sales,10730.968075256591,,,,
geo_5,2022-03-28,Sales,10712.652382804079,,,,
geo_5,2022-04-04,Sales,10921.726000837007,,,,
geo_5,2022-04-11,Sales,11019.998446623084,,,,
geo_5,2022-04-18,Sales,10944.312473498525,,,,
geo_5,2022-04-25,Sales,10778.29985675425,,,,
geo_5,2022-05-02,Sales,10604.504518341586,,,,
geo_5,2022-05-09,Sales,10762.053239121155,,,,
geo_5,2022-05-16,Sales,10772.006906717757,,,,
geo_5,2022-05-23,Sales,10702.75054205766,,,,
geo_5,2022-05-30,Sales,10680.631667692805,,,,
geo_5,2022-06-06,Sales,10665.311639142683,,,,
geo_5,2022-06-13,Sales,10631.318878694003,,,,
geo_5,2022-06-20,Sales,10556.830227749266,,,,
geo_5,2022-06-27,Sales,10904.220502160659,,,,
geo_5,2022-07-04,Sales,10498.799165662325,,,,
geo_5,2022-07-11,Sales,10641.141886570484,,,,
geo_5,2022-07-18,Sales,10460.393937535231,,,,
geo_5,2022-07-25,Sales,10586.712820124487,,,,
geo_5,2022-08-01,Sales,10444.17955035891,,,,
geo_5,2022-08-08,Sales,10370.81750701652,,,,
geo_5,2022-08-15,Sales,10444.598548888687,,,,
geo_5,2022-08-22,Sales,10463.36193366961,,,,
geo_5,2022-08-29,Sales,10730.652043553348,,,,
geo_5,2022-09-05,Sales,10542.719466385934,,,,
geo_5,2022-09-12,Sales,10542.949284149267,,,,
geo_5,2022-09-19,Sales,10315.42857363381,,,,
geo_5,2022-09-26,Sales,10405.773031937888,,,,
geo_5,2022-10-03,Sales,10362.441319109786,,,,
geo_5,2022-10-10,Sales,10247.589952915132,,,,
geo_5,2022-10-17,Sales,10562.724507449386,,,,
geo_5,2022-10-24,Sales,10586.778230844266,,,,
geo_5,2022-10-31,Sales,10451.749361281823,,,,
geo_5,2022-11-07,Sales,10472.529655490904,,,,
geo_5,2022-11-14,Sales,10508.400194267906,,,,
geo_5,2022-11-21,Sales,10523.242500488614,,,,
geo_5,2022-11-28,Sales,10411.537797765193,,,,
geo_5,2022-12-05,Sales,10660.01223056193,,,,
geo_5,2022-12-12,Sales,10520.79224869043,,,,
geo_5,2022-12-19,Sales,10819.655863897793,,,,
geo_5,2022-12-26,Sales,10683.292319424594,,,,
geo_5,2023-01-02,Sales,10574.940040780983,,,,
geo_5,2023-01-09,Sales,10924.52072354829,,,,
geo_5,2023-01-16,Sales,10941.370431141982,,,,
geo_5,2023-01-23,Sales,10746.541020899376,,,,
geo_5,2023-01-30,Sales,10739.169082508943,,,,
geo_5,2023-02-06,Sales,10871.826818788199,,,,
geo_5,2023-02-13,Sales,10962.430896724412,,,,
geo_5,2023-02-20,Sales,10777.601987883587,,,,
geo_5,2023-02-27,Sales,10714.76173792693,,,,
geo_5,2023-03-06,Sales,10911.0091180042,,,,
geo_5,2023-03-13,Sales,10956.174161685576,,,,
geo_5,2023-03-20,Sales,10878.733682952561,,,,
geo_5,2023-03-27,Sales,11060.220923022458,,,,
geo_5,2023-04-03,Sales,10595.353058004544,,,,
geo_5,2023-04-10,Sales,10844.487310480305,,,,
geo_5,2023-04-17,Sales,11055.648155738161,,,,
geo_5,2023-04-24,Sales,10992.700403824694,,,,
geo_5,2023-05-01,Sales,11057.575416740316,,,,
geo_5,2023-05-08,Sales,10866.139499503242,,,,
geo_5,2023-05-15,Sales,10809.203056195764,,,,
geo_5,2023-05-22,Sales,10773.966094926001,,,,
geo_5,2023-05-29,Sales,10661.944541547433,,,,
geo_5,2023-06-05,Sales,10609.1961548674,,,,
geo_5,2023-06-12,Sales,10879.97777305946,,,,
geo_5,2023-06-19,Sales,10962.0653577674,,,,
geo_5,2023-06-26,Sales,10783.041674374805,,,,
geo_5,2023-07-03,Sales,11066.21087172732,,,,
geo_5,2023-07-10,Sales,10771.236881507948,,,,
geo_5,2023-07-17,Sales,10704.19365030929,,,,
geo_5,2023-07-24,Sales,10576.147133569351,,,,
geo_5,2023-07-31,Sales,10452.309254377013,,,,
geo_5,2023-08-07,Sales,10641.04333603673,,,,
geo_5,2023-08-14,Sales,10601.73667068629,,,,
geo_5,2023-08-21,Sales,10798.125579188534,,,,
geo_5,2023-08-28,Sales,10756.791259263002,,,,
geo_5,2023-09-04,Sales,10584.547413343287,,,,
geo_5,2023-09-11,Sales,10449.00002477716,,,,
geo_5,2023-09-18,Sales,10431.107435795562,,,,
geo_5,2023-09-25,Sales,10553.15895104283,,,,
geo_5,2023-10-02,Sales,10538.528986418922,,,,
geo_5,2023-10-09,Sales,10509.171510867953,,,,
geo_5,2023-10-16,Sales,10454.513962128081,,,,
geo_5,2023-10-23,Sales,10412.406368682365,,,,
geo_5,2023-10-30,Sales,10883.625740172376,,,,
geo_5,2023-11-06,Sales,10659.152410765293,,,,
geo_5,2023-11-13,Sales,10604.028583730087,,,,
geo_5,2023-11-20,Sales,10508.166530185243,,,,
geo_5,2023-11-27,Sales,10734.341435356451,,,,
geo_5,2023-12-04,Sales,10560.594067961829,,,,
geo_5,2023-12-11,Sales,10506.485035277992,,,,
geo_5,2023-12-18,Sales,10749.032741767469,,,,
geo_5,2023-12-25,Sales,10514.90475493846,,,,
geo_5,2024-01-01,Sales,10962.990310116887,,,,
geo_5,2024-01-08,Sales,10831.374810432777,,,,
geo_5,2024-01-15,Sales,10988.586469651491,,,,
geo_5,2024-01-22,Sales,10937.700735614708,,,,
geo_5,2024-01-29,Sales,10923.790214671355,,,,
geo_5,2024-02-05,Sales,10825.880165397382,,,,
geo_5,2024-02-12,Sales,10997.040663173188,,,,
geo_5,2024-02-19,Sales,11092.19713408232,,,,
geo_5,2024-02-26,Sales,11085.336439050861,,,,
geo_5,2024-03-04,Sales,11087.523101996348,,,,
geo_5,2024-03-11,Sales,11085.89754442181,,,,
geo_5,2024-03-18,Sales,11041.838950935988,,,,
geo_5,2024-03-25,Sales,11012.301006956264,,,,
geo_5,2024-04-01,Sales,11004.110650071807,,,,
geo_5,2024-04-08,Sales,10882.622375403389,,,,
geo_5,2024-04-15,Sales,11132.130397376048,,,,
geo_5,2024-04-22,Sales,11058.677882834794,,,,
geo_5,2024-04-29,Sales,11002.632243863456,,,,
geo_5,2024-05-06,Sales,10911.401960149615,,,,
geo_5,2024-05-13,Sales,11008.589785605534,,,,
geo_5,2024-05-20,Sales,11060.000427203702,,,,
geo_5,2024-05-27,Sales,11047.693610402775,,,,
geo_5,2024-06-03,Sales,11215.210621418699,,,,
geo_5,2024-06-10,Sales,11007.310075575566,,,,
geo_5,2024-06-17,Sales,10964.392927292029,,,,
geo_5,2024-06-24,Sales,10853.716279310625,,,,
geo_5,2024-07-01,Sales,10748.287938339021,,,,
geo_5,2024-07-08,Sales,11003.579239827941,,,,
geo_5,2024-07-15,Sales,11008.624529135775,,,,
geo_5,2024-07-22,Sales,11159.171363177837,,,,
geo_5,2024-07-29,Sales,10972.016752379439,,,,
geo_5,2024-08-05,Sales,10823.119222477259,,,,
geo_5,2024-08-12,Sales,10774.442873404303,,,,
geo_5,2024-08-19,Sales,10499.845047428287,,,,
geo_5,2024-08-26,Sales,10461.603508842998,,,,
geo_5,2024-09-02,Sales,10554.424059357083,,,,
geo_5,2024-09-09,Sales,10549.389122829729,,,,
geo_5,2024-09-16,Sales,10457.164915144256,,,,
geo_5,2024-09-23,Sales,10550.595161644502,,,,
geo_5,2024-09-30,Sales,10499.587643540995,,,,
geo_5,2024-10-07,Sales,10563.278298947498,,,,
geo_5,2024-10-14,Sales,10772.472243747934,,,,
geo_5,2024-10-21,Sales,10332.832470328636,,,,
geo_5,2024-10-28,Sales,10667.823350325152,,,,
geo_5,2024-11-04,Sales,10585.411520804728,,,,
geo_5,2024-11-11,Sales,10868.546224705871,,,,
geo_5,2024-11-18,Sales,10873.05300384037,,,,
geo_5,2024-11-25,Sales,10829.840033482404,,,,
geo_5,2024-12-02,Sales,10558.292309633436,,,,
geo_5,2024-12-09,Sales,10551.011682102038,,,,
geo_5,2024-12-16,Sales,11019.871259016345,,,,
geo_5,2024-12-23,Sales,11059.275210632113,,,,
geo_6,2022-01-03,Sales,10413.15654505359,,,,
geo_6,2022-01-10,Sales,10443.6748016837,,,,
geo_6,2022-01-17,Sales,10625.56877316722,,,,
geo_6,2022-01-24,Sales,10673.82766711583,,,,
geo_6,2022-01-31,Sales,10638.201611846373,,,,
geo_6,2022-02-07,Sales,10662.329830753226,,,,
geo_6,2022-02-14,Sales,10882.19198702404,,,,
geo_6,2022-02-21,Sales,10680.423054171717,,,,
geo_6,2022-02-28,Sales,10577.22160055733,,,,
geo_6,2022-03-07,Sales,10910.709738590953,,,,
geo_6,2022-03-14,Sales,10656.376724783742,,,,
geo_6,2022-03-21,Sales,10830.00985909089,,,,
geo_6,2022-03-28,Sales,10704.491309074894,,,,
geo_6,2022-04-04,Sales,10930.355781370146,,,,
geo_6,2022-04-11,Sales,10927.714558994212,,,,
geo_6,2022-04-18,Sales,10862.68976441101,,,,
geo_6,2022-04-25,Sales,10758.519280442311,,,,
geo_6,2022-05-02,Sales,10666.63457216474,,,,
geo_6,2022-05-09,Sales,10810.664849280021,,,,
geo_6,2022-05-16,Sales,10750.028675758806,,,,
geo_6,2022-05-23,Sales,10670.722286142276,,,,
geo_6,2022-05-30,Sales,10767.658995431253,,,,
geo_6,2022-06-06,Sales,10834.380617649056,,,,
geo_6,2022-06-13,Sales,10618.633340783957,,,,
geo_6,2022-06-20,Sales,10519.84516175543,,,,
geo_6,2022-06-27,Sales,10606.255355684398,,,,
geo_6,2022-07-04,Sales,10430.698032577586,,,,
geo_6,2022-07-11,Sales,10535.622236204857,,,,
geo_6,2022-07-18,Sales,10415.880776112366,,,,
geo_6,2022-07-25,Sales,10575.005893034811,,,,
geo_6,2022-08-01,Sales,10556.469994579926,,,,
geo_6,2022-08-08,Sales,10463.137301174062,,,,
geo_6,2022-08-15,Sales,10471.228627858498,,,,
geo_6,2022-08-22,Sales,10509.346340664457,,,,
geo_6,2022-08-29,Sales,10715.303682866514,,,,
geo_6,2022-09-05,Sales,10607.673333507553,,,,
geo_6,2022-09-12,Sales,10484.263460452014,,,,
geo_6,2022-09-19,Sales,10264.127916340949,,,,
geo_6,2022-09-26,Sales,10376.92876178132,,,,
geo_6,2022-10-03,Sales,10541.636403555985,,,,
geo_6,2022-10-10,Sales,10563.54026616616,,,,
geo_6,2022-10-17,Sales,10530.778375876636,,,,
geo_6,2022-10-24,Sales,10445.321067275607,,,,
geo_6,2022-10-31,Sales,10571.629851893376,,,,
geo_6,2022-11-07,Sales,10601.154323119608,,,,
geo_6,2022-11-14,Sales,10513.194826517036,,,,
geo_6,2022-11-21,Sales,10543.234241039203,,,,
geo_6,2022-11-28,Sales,10599.859118128234,,,,
geo_6,2022-12-05,Sales,10754.303819833684,,,,
geo_6,2022-12-12,Sales,10694.145696013918,,,,
geo_6,2022-12-19,Sales,10685.603894128135,,,,
geo_6,2022-12-26,Sales,10594.901219344945,,,,
geo_6,2023-01-02,Sales,10724.621107544282,,,,
geo_6,2023-01-09,Sales,10969.465429962518,,,,
geo_6,2023-01-16,Sales,10935.753459006028,,,,
geo_6,2023-01-23,Sales,10908.94224363848,,,,
geo_6,2023-01-30,Sales,10678.336625364116,,,,
geo_6,2023-02-06,Sales,10916.136909589228,,,,
geo_6,2023-02-13,Sales,10949.700883897951,,,,
